"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"193","Saturday, April 23, 2011 at 2:43am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/how-to-load-your-iphone-location-data-into-r/10150162655638583","Earlier
 this week, data scientists Pete Warden and Alasdair Allen reported that
 iPhones and cell-enabled iPads keep an internal log of the devices 
location, which is accessible from the backup that iTunes creates when 
you sync the device...","",NA,NA,NA,NA,NA,NA,NA
"194","Friday, April 22, 2011 at 12:22am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/lack-of-confidence-revised/10150161780853583","Following
 the comments on our earlier submission to PNAS, we have written (and 
re-arXived) a revised version where we try to spell out (better) the 
distinction between ABC point (and confidence) estimation and ABC model 
choice, namely that the problem was at another level for Bayesian model 
choice...","",NA,NA,NA,NA,NA,NA,NA
"195","Friday, April 22, 2011 at 12:22am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/great-faj-article-on-statistical-measure-of-financial-turbulence/10150161780858583","I
 particularly liked this well-written paper, since unlike most academic 
research, I was able to understand it, replicate it, and incorporate 
it.  I know that the Financial Analyst Journal is not considered by
 the academic community as a top-tier journal, but its insights have 
deepened my ...","",NA,NA,NA,NA,NA,NA,NA
"196","Friday, April 22, 2011 at 12:22am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-28-ggplot2-in-knime/10150161780868583","If
 you haven’t read yesterday’s post, I advise you to do so, because this 
is the fix of yesterday. Day #27: A lot of graphics in one place I found
 out how to use ggplot2 in knime. Sa...","",NA,NA,NA,NA,NA,NA,NA
"197","Wednesday, April 20, 2011 at 10:21pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/new-favorite-test-of-us-monetary-policy-limits/10150160865658583","After
 a little additional thought, I discovered that my Death Spiral Warning 
Graph post can be improved through the isolation of the expected 
inflation component of US 10y yields provided by the US 10y yield – US 
10y TIP yield.  Unfortunately, it more accurately reveals the cost 
of aggressive US Fe...","",NA,NA,NA,NA,NA,NA,NA
"198","Wednesday, April 20, 2011 at 10:21pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/transaction-cost-analysis-and-pre-trade-analysis/10150160865663583","Transaction cost analysis (TCA) is the framework to achieve best execution in trading context...","",NA,NA,NA,NA,NA,NA,NA
"199","Wednesday, April 20, 2011 at 10:21pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-27-a-lot-of-graphics-in-one-place/10150160865648583","assignment
 in R Today my internship-promotor gave me the assignment to create this
 chart in R. This means: I get a lot of data and put a certain column on
 a barchart for each plate. On top of that data, you place 2 
errorbars...","",NA,NA,NA,NA,NA,NA,NA
"200","Tuesday, April 19, 2011 at 9:06pm","0","View all 4 comments","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rstudio-revolution-analytics-and-deducer-a-tale-of-three-guis/10150160039133583","I’m
 in the process of moving from SPSS to R at the moment. It’s not been 
the easiest of rides, but then learning how to do a core part of your 
job never really should be. It’s been fun, though – don’t get me wrong –
 it’s definitely been an adventure!! Here I’m goi...","R bloggers MacOSX 6? when is it from?Wednesday, April 20, 2011 at 7:59am · LikeUnlikeReplyDirk Dittmer Pardon my brevity:  10.6.7 Any help would be much apprechiated.Wednesday, April 20, 2011 at 1:05pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"201","Tuesday, April 19, 2011 at 9:06pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/nba-logistic-regression-and-mean-substitution/10150160039123583","‎[Note: I wrote this on a flight and didn't proofread it at all...","",NA,NA,NA,NA,NA,NA,NA
"202","Tuesday, April 19, 2011 at 9:06pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/example-835-grab-true-not-pseudo-random-numbers-passing-api-urls-to-functions-or/10150160039118583","Usually,
 we're content to use a pseudo-random number generator.  But sometimes 
we may want numbers that are actually random-- an example might be for 
randomizing treatment status in a randomized controlled trial.The site 
Random.org provides truly random numbers based on radio static...","",NA,NA,NA,NA,NA,NA,NA
"203","Monday, April 18, 2011 at 8:18pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/progress-reading-sas-sas7bdat-files-natively-in-r/10150159224028583","This
 post describes some preliminary results from a compatibility study of 
the SAS sas7bdat file format. The most current results stored in a 
github repository here: sas7bdatThe ultimate goal is a native solution 
to the incompatibility between open-source statistical software (e.g...","",NA,NA,NA,NA,NA,NA,NA
"204","Monday, April 18, 2011 at 8:18pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/weight-compared-to-risk-fraction/10150159224068583","How
 well do asset weight constraints constrain risk?The setupIn “Unproxying
 weight constraints” I claimed that many constraints on asset weights 
are really a proxy for constraining risk.  That is not a problem if 
weights are a good proxy for risk.  S...","",NA,NA,NA,NA,NA,NA,NA
"205","Monday, April 18, 2011 at 8:18pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/using-r-sweave-and-latex-to-integrate-animations-into-pdfs/10150159224043583","The
 first week of April I attended an excellent workshop on biplots held by
 Michael Greenacre and Oleg Nenadić at the Gesis Institute in Cologne, 
Germany. Throughout his presentations, Michael used animations to 
visualize the concepts he was explaining....","",NA,NA,NA,NA,NA,NA,NA
"206","Sunday, April 17, 2011 at 10:01pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/exporting-r-graphics-as-latex-code-version-061-of-the-tikzdevice-package-is-out/10150158438533583","‎(Guest
 post on R-bloggers by Charlie Sharpsteen)Cameron and I are pleased to 
announce version 0.6.0 of the tikzDevice package which should be 
available shortly at your local CRAN mirror...","",NA,NA,NA,NA,NA,NA,NA
"207","Sunday, April 17, 2011 at 10:01pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/statistics-without-maths/10150158438548583","I
 got an interesting message from Chris Atherton the other day who has 
offered to do a workshop at the Technical Communications UK conference 
on statistics and data visualisation...","",NA,NA,NA,NA,NA,NA,NA
"208","Sunday, April 17, 2011 at 10:01pm","3 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rcpp-article-in-jss/10150158438558583","The
 Journal of Statistical Software published our Rcpp article This post 
was kindly contributed by  Romain Francois, Professional R Enthusiast - 
Tag - R - go there to comment and to read the full post. ","Romain François Join the Dirk side of the code ...Monday, April 18, 2011 at 2:23pm · LikeUnlikeReplyRomain François Rcpp is the pathway to many abilities some R programmers consider to be unnaturalMonday, April 18, 2011 at 2:24pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"209","Sunday, April 17, 2011 at 12:59am","5 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/speeding-up-agent-based-simulations-with-data-frames-in-r/10150157796108583","In
 health economics it is common to use agent-based simulations for 
exploring epidemiological models, prevention policies, and clinical 
interventions, among other things. In C++ I enjoy using object-oriented 
design to build these agent-based models. It feels so natural...","",NA,NA,NA,NA,NA,NA,NA
"210","Sunday, April 17, 2011 at 12:59am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/historical-bond-price-and-total-returns-from-10y-yield-series/10150157796113583","Without
 access to Barclays or Merrill Bond Indicies to the 1970s or Ned Davis 
to 1950, studying historical bond returns is very difficult.  Here 
is a way to derive price and total returns on the 10 year US Treasury 
back to 1962.  I would like to extend to 1871, but monthly yields 
from Shiller and F...","",NA,NA,NA,NA,NA,NA,NA
"211","Sunday, April 17, 2011 at 12:59am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/trackman-position-needs-r-knowledge/10150157796103583","Thought
 some of the R-Blogger readers would be interested in the position 
linked below.  If you're a baseball fan and like working in R, this is a
 fun company that seems to be getting more and more press...","",NA,NA,NA,NA,NA,NA,NA
"212","Saturday, April 16, 2011 at 3:52am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/visualizing-tax-brackets/10150157164838583","With
 Tax Day fast approaching here in the US, there's been a lot of 
discussion about tax policy and in particular the tax rates paid by the 
highest income earners...","",NA,NA,NA,NA,NA,NA,NA
"213","Saturday, April 16, 2011 at 3:52am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/slides-and-replay-for-pmml-webinar/10150157164833583","If
 you missed Wednesday's webinar on Deploying Predictive Analytics with 
Revolution R, PMML and ADAPA, the presentation slides and the replay (in
 WMV, reg. req'd) format are now available for download...","",NA,NA,NA,NA,NA,NA,NA
"214","Saturday, April 16, 2011 at 3:52am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/friday-function-setinternet2/10150157164828583","Corporate
 IT networks are a pain for programmers.  Ideally, when programming, you
 want the freedom to download, install and run any software that you 
want.  Unfortunately, in the interests of security, many programmers 
find themselves a little restricted at the office...","",NA,NA,NA,NA,NA,NA,NA
"215","Friday, April 15, 2011 at 6:17am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/easy-upgrading-of-r/10150156499553583","For
 those who are excited about the new 2.13.0 release of R (particularly 
the compiler package) but are grumbling about having to remember what 
packages they have and re-install them, see this great advice or this 
piece on upgrading in osx for how to automate the process...","",NA,NA,NA,NA,NA,NA,NA
"216","Friday, April 15, 2011 at 6:17am","9 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-2130-is-released/10150156499573583","The
 new R 2.13.0 is out! Get the source code from here.Take a look 
at these posts for some miscellaneous advices to make the 
upgrade easier.Also this thread on stackoverflow can be of 
some value.Fell free to contribute with suggestions about how to upgrade
 your R installation. Thi...","",NA,NA,NA,NA,NA,NA,NA
"217","Friday, April 15, 2011 at 6:17am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/in-case-you-missed-it-march-roundup/10150156499558583","In
 case you missed them, here are some articles from February of 
particular interest to R users.The doSMP package, which 
enables parallel processing for R on multiprocessor machines, is now 
available on CRAN.The Offensive Politics blog provided R code used to 
make a map of precinct returns in the C...","",NA,NA,NA,NA,NA,NA,NA
"218","Thursday, April 14, 2011 at 8:47am","12 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-2130-released/10150155812218583","The R Core Group has released the latest update to open-source R, R 2.13.0 is now available...","",NA,NA,NA,NA,NA,NA,NA
"219","Thursday, April 14, 2011 at 8:47am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/le-monde-puzzle-13/10150155812223583","This
 week, Le Monde offers not one but three related puzzles:Is it possible 
to label the twelve edges of a cube by consecutive numbers such that the
 sum of the edge numbers at any of the eight nodes is constant?Is it 
possible to label the eight nodes of a cube by consecutive numbers such 
that the...","",NA,NA,NA,NA,NA,NA,NA
"220","Thursday, April 14, 2011 at 8:47am","2 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/compiler-and-runireggibbs-bayesm/10150155812228583","So
 everyone's excited about the new R 2.13 release because of the compiler
 package.Apparently it is easy to get a 3x speed increase by simply 
compiling a function.Doing a lot of the MCMC stuff, I am particularly 
excited about speed in R...","Ulrich Bodenhofer I
 also played around with a few benchmarks. My impression is that, if the
 code is already well-done (e.g. making smart use of matrix operations),
 then the improvement is more or less zero. This is not surprising, but 
intuitively clear: if most of the time is spent in already optimized 
functions written in C, where should the improvement come from? Anything
 else would be illogical or Voodoo. To put it provocatively: the more 
improvement you observe when compiling a function, the lousier the 
uncompiled code was.Thursday, April 14, 2011 at 2:45pm · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"221","Wednesday, April 13, 2011 at 10:50am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/journal-of-statistical-software-vol-40/10150155080698583","The latest edition of the Journal of Statistical Software is out, with plenty of interesting articles for R users...","",NA,NA,NA,NA,NA,NA,NA
"222","Wednesday, April 13, 2011 at 10:50am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/using-tikzdevice-with-sweave-in-r-213/10150155080703583","R
 2.13 introduces an option to specify a custom graphics device in an 
Sweave code chunk. This is really cool and allows you to use tikzDevice 
output like pgfSweave does...","",NA,NA,NA,NA,NA,NA,NA
"223","Wednesday, April 13, 2011 at 10:50am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/screening-for-predictive-characteristics-and-a-mea-culpa/10150155080693583","In
 my last post, I considered the UCI mushroom dataset and characterized 
the variables included there using four different interestingness 
measures.  When I began drafting this post, my intention was to 
consider the question of how the different mushroom characteristics 
included in this dataset ...","",NA,NA,NA,NA,NA,NA,NA
"224","Tuesday, April 12, 2011 at 12:43pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rstudio-updates-to-beta-2/10150154358633583","The
 folks over at Rstudio have released a new update to their open-source R
 GUI, currently in beta test. This Beta 2 release adds more customizable
 layouts, editor improvements and new editing themes...","",NA,NA,NA,NA,NA,NA,NA
"225","Tuesday, April 12, 2011 at 12:43pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/historical-sources-of-bond-returns-with-shiller-data-1919-2011/10150154358623583","And
 as usual, I always want a longer data set, so after a little playing 
with R-Excel, we can extend our historical sources of bond returns to 
1919.  If nothing else, maybe you can find other uses for the 
Shiller Dataset in R.From TimelyPortfolioAnd as an added bonus, we can 
prepare a boxplot.From ...","",NA,NA,NA,NA,NA,NA,NA
"226","Tuesday, April 12, 2011 at 12:43pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/box-plot-with-ggplot2/10150154358618583","Hi,in
 these days I'm creating lots and lots of box plot with ggplot2.The look
 of them is really good and you can change every bit of code so that you
 can customize the plot completely.Here is the code I'm using with a 
test data file to try it:BoxPlot.zipThe result looks like this: This 
post was...","",NA,NA,NA,NA,NA,NA,NA
"227","Monday, April 11, 2011 at 2:45pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/vienna-may-2011-advanced-topics-in-financial-econometrics-lectures/10150153623123583","This post was kindly contributed by Rmetrics blogs - go there to comment and to read the full post.","",NA,NA,NA,NA,NA,NA,NA
"228","Monday, April 11, 2011 at 2:45pm","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/mixtures-in-madrid/10150153623143583","As
 I already did two years ago, in connection with the double degree 
between UAM and Dauphine, I will give a short graduate course at the 
Universidad Autonoma de Madrid (UAM). It will be part of the regular 
fourth year statistics course and will focus on mixtures, as given in of
 Bayesian Core...","Juan Riera Welcome to Spain, then. Enjoy!Monday, April 11, 2011 at 7:28pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"229","Monday, April 11, 2011 at 2:45pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/quality-comparison-of-floating-point-maths-libraries/10150153623133583","What is the best way to compare the quality of floating-point math libraries (e.g., sin, cos and log)...","",NA,NA,NA,NA,NA,NA,NA
"230","Sunday, April 10, 2011 at 5:24pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/a-super-easy-simple-dimple-backtester-in-r/10150152879338583","I
 cut my finger on a paring knife this morning. Don't use a sharp knife 
to spread butter on your toast. It's better to limit yourself to using 
dull kitchen utensils until the caffeine kicks in. No matter, I still 
have most of my digits to type in a simple backtesting program in R...","",NA,NA,NA,NA,NA,NA,NA
"231","Saturday, April 9, 2011 at 8:00pm","5 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/fast-two-way-sync-in-ubuntu/10150151940448583","I
 love the portability of a laptop. I have a 45 min train ride twice a 
day and I fly a little too, so having my work with me on my laptop is 
very important...","",NA,NA,NA,NA,NA,NA,NA
"232","Saturday, April 9, 2011 at 8:00pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/new-versions-of-ggobi-and-rggobi-for-windows-users/10150151940483583","For
 those who have been struggling with the installation of GGobi and the 
rggobi package under Windows: a major update of GGobi 2.1.9 is that GTK+
 has been bundled with GGobi, so the installation of GTK+ is no longer 
required (I recommend you to uninstall it if it is not used elsewhere in
 your...","",NA,NA,NA,NA,NA,NA,NA
"233","Saturday, April 9, 2011 at 8:00pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-20-rggs-not-working-here-i-want-it/10150151940468583","If you didn’t read the post from yesterday, I urge you to do so, or you won’t get what I’m writing here. http://flyordie.sin.khk.be/2011/04/08/day-19-rgg-s-a-btch/ So, coming back from yesterday, I had a talk with my supervisor who told me to “cheat” a bit. I used t...","",NA,NA,NA,NA,NA,NA,NA
"234","Saturday, April 9, 2011 at 12:25am","2 people like this","At least 1 comment","0","Mukul Pal","We believe in R","http://brenocon.com/blog/2009/02/comparison-of-data-analysis-packages-r-matlab-scipy-excel-sas-spss-stata/","Lukas
 and I were trying to write a succinct comparison of the most popular 
packages that are typically used for data analysis.  I think most people
 choose one based on what people around them use or what they learn in 
school, so I’ve found it hard to find comparative information.  I’m 
posting the ta","R bloggers Hi
 Mukul.  Very nice.  Would you like to create an R category and a SAS 
category, and add them to:  r-bloggers.com and sas-x.com ?  Cheers, TalSaturday, April 9, 2011 at 7:59am · LikeUnlikeReplyMukul Pal yes. will do. thanksSaturday, April 9, 2011 at 9:25am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"235","Friday, April 8, 2011 at 10:36pm","7 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/text-data-mining-with-twitter-and-r/10150151155073583","Twitter
 is a favorite source of text data for analysis: it’s popular (there is a
 huge volume of variety on all topics) and easily accessible using 
Twitter’s free, open APIs which are easily consumable in JSON and ATOM 
formats. So...","",NA,NA,NA,NA,NA,NA,NA
"236","Friday, April 8, 2011 at 10:36pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/fixing-aberrant-files-using-r-and-the-shell-a-case-study/10150151155083583","Once
 in a while, you embark on what looks like a simple computational 
procedure only to encounter frustration very early on. “I can’t even 
read my file into R!” you cry.Step back, take a deep breath and take 
note of what the software is trying to tell you. Most...","",NA,NA,NA,NA,NA,NA,NA
"237","Friday, April 8, 2011 at 10:36pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-19-rggs-a-bh/10150151155078583","A
  listbox is (as far as i thought) supposed to select one or more items 
in the list and put them in a variable. Well, not for the rgg listbox. 
Whatever you select, you’ll get an error.         
          So today was not a fun day.  I have 
[...","",NA,NA,NA,NA,NA,NA,NA
"238","Friday, April 8, 2011 at 1:01am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/buffon-versus-bertrand-in-r/10150150254998583","Following
 my earlier post on Buffon’s needle and Bertrand’s paradox, above are 
four outcomes corresponding to four different generations (among many) 
of the needle locations. The upper right-hand side makes a difference in
 the number of hits (out of 1000). Th...","",NA,NA,NA,NA,NA,NA,NA
"239","Friday, April 8, 2011 at 1:01am","5 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/extra-extra-get-your-gridextra/10150150255003583","The
 more I use it, the deeper I fall in love with ggplot2.  I know, some of
 you have heard me kvel about it ad nauseum (oh, yiddish and latin in 
one sentence – extra points!). ...","Dirk Dittmer just what I was looking for last nightFriday, April 8, 2011 at 1:30pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"240","Friday, April 8, 2011 at 1:01am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/time-horizon-in-forecasting-and-rules-of-thumb/10150150255008583","I
 recently received an email about forecasting and rules of thumb. ""Dans 
la profession [...] se transmet une règle empirique qui voudrait que 
l'on prenne un historique du double de l'horizon de prévision : 20 ans 
de données pour une prévision à 10 ans, etc... Je ...","",NA,NA,NA,NA,NA,NA,NA
"241","Thursday, April 7, 2011 at 10:12am","0","At least 1 comment","0","Nam Lethanh","Does R has similar command like ""GO TO"" in Fortran? appreciate if you can help",NA,NA,"R bloggers You might want to ask this on stackoverflow.com with tagging the question with rThursday, April 7, 2011 at 3:04pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"242","Thursday, April 7, 2011 at 3:19am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/day-18-error-in-knime-node-r-plot/10150149535583583","Hello
 again Today I am experiencing something weird. The last days I have 
been experimenting with the R-scripting nodes from knime and with their 
templates. But today this happened...","",NA,NA,NA,NA,NA,NA,NA
"243","Thursday, April 7, 2011 at 3:19am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/when-buffon-meets-bertrand/10150149535588583","When
 Peter Diggle gave his “short history” of spatial statistics this 
morning (I typed this in the taxi from Charles de Gaulle airport, after 
waiting one hour for my bag!), he started with a nice slide about 
Buffon’s needle (and Buffon’s portrait), since Julian Besag was often 
prone to give this pr...","",NA,NA,NA,NA,NA,NA,NA
"244","Thursday, April 7, 2011 at 3:19am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rcpp-workshop-master-class-on-april-28-in-chicago/10150149535593583","
 I realized I never announced this on the blog, so without further 
ado....Rcpp Workshop in Chicago on April 28, 2011 This year's R/Finance 
conference will be preceded by a full-day masterclass on Rcpp and 
related topics which will be held on Thursday, April 28, 2011, on the 
University of Illinois...","",NA,NA,NA,NA,NA,NA,NA
"245","Wednesday, April 6, 2011 at 7:06am","0","0","0","Vincent Granville","","http://www.analyticbridge.com/xn/detail/2004291:Topic:95204","The
 code below compute stats by group=country. It assumes that your data 
set has labels in the first row, with at least 3 variables: income, age,
 country. You…","",NA,NA,NA,NA,NA,NA,NA
"246","Wednesday, April 6, 2011 at 5:00am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/how-to-search-the-documentation-of-all-cran-packages/10150148769168583","Ever
 tried to find a specific function or algorithm in R that you're sure 
that someone has implemented in a CRAN package, but you don't know which
 one...","",NA,NA,NA,NA,NA,NA,NA
"247","Wednesday, April 6, 2011 at 5:00am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rcpp-093/10150148769173583","A brand new and shiny 0.9.3 release of Rcpp is now on CRAN and Debian...","",NA,NA,NA,NA,NA,NA,NA
"248","Wednesday, April 6, 2011 at 5:00am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/example-833-merging-data-sets-one-to-many/10150148769178583","It's
 often necessary to combine data from two data sets for further 
analysis.  Such merging can be one-to-one, many-to-one, and 
many-to-many.  The most common form is the one-to-one match, which we 
cover in section 1.5.7...","",NA,NA,NA,NA,NA,NA,NA
"249","Tuesday, April 5, 2011 at 7:05am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/book-ggplot2-by-hadley-wickham/10150148028643583","All
 my recent plots are built using ggplot2 package. I don’t know if my 
dear readers have noticed the difference, but from my point of view, 
ggplot2 allows to create nice looking and aesthetics plots. ...","",NA,NA,NA,NA,NA,NA,NA
"250","Tuesday, April 5, 2011 at 7:05am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rquantlib-windows-binary-on-cran/10150148028648583","Dirk
 Eddelbuettel has recently released RQuantLib-0.3.7, which contains the 
necessary QuantLib builds to allow the CRAN servers to build the Windows
 binary...","",NA,NA,NA,NA,NA,NA,NA
"251","Tuesday, April 5, 2011 at 7:05am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-101-vectors/10150148028638583","Vectors
 are a basic data structure in R and are created using the c() function.
 Unlike data frames and lists, the elements of a vector must be of the 
same mode.Functions can be used on a vector. For example, length(x) can 
be used to find the number of elements in x...","",NA,NA,NA,NA,NA,NA,NA
"252","Monday, April 4, 2011 at 9:05am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/interestingness-measures/10150147178893583","Probably
 because I first encountered them somewhat late in my professional life,
 I am fascinated by categorical data types.  Without question, my 
favorite book on the subject is Alan Agresti’s Categorical Data Analysis
 (Wiley Series in Probability and Statistics), which provides a we...","",NA,NA,NA,NA,NA,NA,NA
"253","Monday, April 4, 2011 at 9:05am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/feed-your-machine-brain/10150147178883583","Few
 can tell you what goes into a chicken nugget, but most will agree that 
it's good for your brain. If you're a little sluggish and can't focus, 
what do you normally do? That's right, you pop a couple chicken nuggets.
 And similar to our brains, our algorithms need some food too, to think 
properly...","",NA,NA,NA,NA,NA,NA,NA
"254","Sunday, April 3, 2011 at 11:29am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/maps-of-solar-radiation/10150146326108583","The
 Atmospheric Science Data Center (ASDC) at NASA Langley Research Center 
offers several data sources. For example, it is possible to download a 
text file with the 22-year (July 1983 – June 2005) monthly and annual 
average of global horizontal irradiation. ...","",NA,NA,NA,NA,NA,NA,NA
"255","Sunday, April 3, 2011 at 11:29am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/violin-and-boxplots-with-lattice-and-r/10150146326113583","A
 violin plot is a combination of a boxplot and a kernel density plot. 
Lattice includes the panel.violin function for this graphical tool...","",NA,NA,NA,NA,NA,NA,NA
"256","Sunday, April 3, 2011 at 11:29am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/a-very-short-and-unoriginal-introduction-to-snow/10150146326133583","As
 ﻿Jian-Feng rightly pointed out in a comment on my guide to setting up 
snow on the OSC cluster, it was probably somewhat cavalier of me to 
say:Getting snow to run properly on single machines, or ever with a 
cluster of machines via ssh connections is fairly trivial.In an effort 
to redeem myself, I...","",NA,NA,NA,NA,NA,NA,NA
"257","Saturday, April 2, 2011 at 4:19pm","0","0","0","Jeromie Williams - Examiner.com Columnist","Examiner.com
 is expanding and has thousands of columns available right now.  If you 
are in the US or Canada and you want to get paid, get exposure and be 
part of an expanding community of dynamic writers, then just follow this
 link and apply - http://exm.nr/fm0inU","http://exm.nr/fm0inU","","",NA,NA,NA,NA,NA,NA,NA
"258","Saturday, April 2, 2011 at 2:20pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/plot-the-scoring-streak-of-an-nhl-player-with-r/10150145602173583","I
 am a big Boston Bruins fan and have enjoyed the ups and downs over the 
last few years, regardless of the catastrophes that have occurred during
 the playoffs...","",NA,NA,NA,NA,NA,NA,NA
"259","Saturday, April 2, 2011 at 2:20pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/phylometa-from-r-udpate/10150145602183583","A
 while back I posted some messy code to run Phylometa from R, especially
 useful for processing the output data from Phylometa which is not 
easily done. The code is still quite messy, but it should work now. I 
have run the code with tens of different data sets and phylogenies so it
 should work...","",NA,NA,NA,NA,NA,NA,NA
"260","Saturday, April 2, 2011 at 2:20pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/bond-market-as-a-casino-game-part-1/10150145602188583","With
 this post, I am doing something I try very hard to avoid, especially 
when communicating to my clients, and that is blurring the line between 
investing and gambling.  But after reading all of Reuven Brenner’s 
books and finishing Ralph Vince Leverage Space Trading Model, I think 
blurring the li...","",NA,NA,NA,NA,NA,NA,NA
"261","Friday, April 1, 2011 at 4:32pm","3 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/what-is-r-really/10150144976283583","On
 CRAN, the official web home of all things R it says,R is a free 
software environment for statistical computing and graphics.Well, that 
sounds all hunky dory. But let’s take a close look at what this 
statement really is says.“free software” - what does this mean? Free...","Sebnem Er You
 just read my mind. That is so true that R is not only a statistical 
package but also an environment for operational research and other 
computational techniques. Therefore your proposal is perfect.Friday, April 1, 2011 at 7:14pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
